canonical_path,representative_display_path,modules,kinds,stability,declaration_count,source_locations,has_approximate_alias
alloc::rc::Rc::weak_count,alloc::rc::Rc::weak_count,alloc::rc;std::rc,inherent_method,stable,1,alloc/src/rc.rs:1796,False
alloc::rc::UniqueRc::downgrade,alloc::rc::UniqueRc::downgrade,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:4417,False
alloc::rc::UniqueRc::into_rc,alloc::rc::UniqueRc::into_rc,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:4360,False
alloc::rc::UniqueRc::map,alloc::rc::UniqueRc::map,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:4227,False
alloc::rc::UniqueRc::new,alloc::rc::UniqueRc::new,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:4200,False
alloc::rc::UniqueRc::new_in,alloc::rc::UniqueRc::new_in,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:4336,False
alloc::rc::UniqueRc::try_map,alloc::rc::UniqueRc::try_map,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:4268,False
alloc::rc::Weak::allocator,alloc::rc::Weak::allocator,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:3361,False
alloc::rc::Weak::as_ptr,alloc::rc::Weak::as_ptr,alloc::rc;std::rc,inherent_method,stable,1,alloc/src/rc.rs:3392,False
alloc::rc::Weak::from_raw,alloc::rc::Weak::from_raw,alloc::rc;std::rc,inherent_method,stable,1,alloc/src/rc.rs:3319,False
alloc::rc::Weak::from_raw_in,alloc::rc::Weak::from_raw_in,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:3491,False
alloc::rc::Weak::into_raw,alloc::rc::Weak::into_raw,alloc::rc;std::rc,inherent_method,stable,1,alloc/src/rc.rs:3352,False
alloc::rc::Weak::into_raw_with_allocator,alloc::rc::Weak::into_raw_with_allocator,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:3439,False
alloc::rc::Weak::new,alloc::rc::Weak::new,alloc::rc;std::rc,inherent_method,stable,1,alloc/src/rc.rs:3236,False
alloc::rc::Weak::new_in,alloc::rc::Weak::new_in,alloc::rc;std::rc,inherent_method,unstable,1,alloc/src/rc.rs:3258,False
alloc::rc::Weak::ptr_eq,alloc::rc::Weak::ptr_eq,alloc::rc;std::rc,inherent_method,stable,1,alloc/src/rc.rs:3643,False
alloc::rc::Weak::strong_count,alloc::rc::Weak::strong_count,alloc::rc;std::rc,inherent_method,stable,1,alloc/src/rc.rs:3563,False
alloc::rc::Weak::upgrade,alloc::rc::Weak::upgrade,alloc::rc;std::rc,inherent_method,stable,1,alloc/src/rc.rs:3542,False
alloc::rc::Weak::weak_count,alloc::rc::Weak::weak_count,alloc::rc;std::rc,inherent_method,stable,1,alloc/src/rc.rs:3572,False
alloc::slice::Concat::concat,std::slice::Concat::concat,std::slice,trait_method,unstable,1,alloc/src/slice.rs:709,False
alloc::slice::Join::join,std::slice::Join::join,std::slice,trait_method,unstable,1,alloc/src/slice.rs:721,False
alloc::str::from_boxed_utf8_unchecked,std::str::from_boxed_utf8_unchecked,std::str,free_function,stable,1,alloc/src/str.rs:895,False
alloc::string::Drain::as_str,alloc::string::Drain::as_str,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:3569,False
alloc::string::FromUtf8Error::into_utf8_lossy,alloc::string::FromUtf8Error::into_utf8_lossy,alloc::string;std::string,inherent_method,unstable,1,alloc/src/string.rs:2273,False
alloc::string::IntoChars::as_str,alloc::string::IntoChars::as_str,alloc::string;std::string,inherent_method,unstable,1,alloc/src/string.rs:3424,False
alloc::string::IntoChars::into_string,alloc::string::IntoChars::into_string,alloc::string;std::string,inherent_method,unstable,1,alloc/src/string.rs:3446,False
alloc::string::String::as_bytes,alloc::string::String::as_bytes,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1450,False
alloc::string::String::as_mut_str,alloc::string::String::as_mut_str,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1080,False
alloc::string::String::as_mut_vec,alloc::string::String::as_mut_vec,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1841,False
alloc::string::String::clear,alloc::string::String::clear,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1941,False
alloc::string::String::drain,alloc::string::String::drain,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1980,False
alloc::string::String::extend_from_within,alloc::string::String::extend_from_within,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1152,False
alloc::string::String::from_raw_parts,alloc::string::String::from_raw_parts,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:985,False
alloc::string::String::from_utf16,alloc::string::String::from_utf16,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:725,False
alloc::string::String::from_utf16_lossy,alloc::string::String::from_utf16_lossy,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:764,False
alloc::string::String::from_utf16be,alloc::string::String::from_utf16be,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:864,False
alloc::string::String::from_utf16be_lossy,alloc::string::String::from_utf16be_lossy,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:902,False
alloc::string::String::from_utf16le,alloc::string::String::from_utf16le,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:791,False
alloc::string::String::from_utf16le_lossy,alloc::string::String::from_utf16le_lossy,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:829,False
alloc::string::String::from_utf8,alloc::string::String::from_utf8,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:569,False
alloc::string::String::from_utf8_lossy,alloc::string::String::from_utf8_lossy,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:628,False
alloc::string::String::from_utf8_lossy_owned,alloc::string::String::from_utf8_lossy_owned,alloc::string;std::string,inherent_method,unstable,1,alloc/src/string.rs:693,False
alloc::string::String::from_utf8_unchecked,alloc::string::String::from_utf8_unchecked,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1018,False
alloc::string::String::insert,alloc::string::String::insert,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1731,False
alloc::string::String::insert_str,alloc::string::String::insert_str,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1788,False
alloc::string::String::into_boxed_str,alloc::string::String::into_boxed_str,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:2179,False
alloc::string::String::into_bytes,alloc::string::String::into_bytes,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1039,False
alloc::string::String::into_chars,alloc::string::String::into_chars,alloc::string;std::string,inherent_method,unstable,1,alloc/src/string.rs:2054,False
alloc::string::String::into_raw_parts,alloc::string::String::into_raw_parts,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:943,False
alloc::string::String::is_empty,alloc::string::String::is_empty,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1885,False
alloc::string::String::leak,alloc::string::String::leak,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:2210,False
alloc::string::String::len,alloc::string::String::len,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1865,False
alloc::string::String::pop,alloc::string::String::pop,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1502,False
alloc::string::String::push,alloc::string::String::push,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1421,False
alloc::string::String::push_str,alloc::string::String::push_str,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1106,False
alloc::string::String::remove,alloc::string::String::remove,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1535,False
alloc::string::String::remove_matches,alloc::string::String::remove_matches,alloc::string;std::string,inherent_method,unstable,1,alloc/src/string.rs:1572,False
alloc::string::String::replace_first,alloc::string::String::replace_first,alloc::string;std::string,inherent_method,unstable,1,alloc/src/string.rs:2122,False
alloc::string::String::replace_last,alloc::string::String::replace_last,alloc::string;std::string,inherent_method,unstable,1,alloc/src/string.rs:2148,False
alloc::string::String::replace_range,alloc::string::String::replace_range,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:2080,False
alloc::string::String::retain,alloc::string::String::retain,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1649,False
alloc::string::String::split_off,alloc::string::String::split_off,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1917,False
alloc::string::String::truncate,alloc::string::String::truncate,alloc::string;std::string,inherent_method,stable,1,alloc/src/string.rs:1478,False
alloc::string::String::try_with_capacity,alloc::string::String::try_with_capacity,alloc::string;std::string,inherent_method,unstable,1,alloc/src/string.rs:506,False
alloc::sync::Arc::allocator,alloc::sync::Arc::allocator,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1779,False
alloc::sync::Arc::as_ptr,alloc::sync::Arc::as_ptr,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1830,False
alloc::sync::Arc::assume_init,alloc::sync::Arc::assume_init,alloc::sync;std::sync,inherent_method,stable,2,alloc/src/sync.rs:1454;alloc/src/sync.rs:1591,False
alloc::sync::Arc::clone_from_ref,alloc::sync::Arc::clone_from_ref,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1473,False
alloc::sync::Arc::clone_from_ref_in,alloc::sync::Arc::clone_from_ref_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1512,False
alloc::sync::Arc::decrement_strong_count,alloc::sync::Arc::decrement_strong_count,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1766,False
alloc::sync::Arc::decrement_strong_count_in,alloc::sync::Arc::decrement_strong_count_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:2116,False
alloc::sync::Arc::downcast,alloc::sync::Arc::downcast,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:2903,False
alloc::sync::Arc::downcast_unchecked,alloc::sync::Arc::downcast_unchecked,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:2945,False
alloc::sync::Arc::downgrade,alloc::sync::Arc::downgrade,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1936,False
alloc::sync::Arc::from_raw,alloc::sync::Arc::from_raw,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1664,False
alloc::sync::Arc::from_raw_in,alloc::sync::Arc::from_raw_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1911,False
alloc::sync::Arc::get_mut,alloc::sync::Arc::get_mut,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:2639,False
alloc::sync::Arc::get_mut_unchecked,alloc::sync::Arc::get_mut_unchecked,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:2714,False
alloc::sync::Arc::increment_strong_count,alloc::sync::Arc::increment_strong_count,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1726,False
alloc::sync::Arc::increment_strong_count_in,alloc::sync::Arc::increment_strong_count_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:2067,False
alloc::sync::Arc::into_array,alloc::sync::Arc::into_array,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1410,False
alloc::sync::Arc::into_inner,alloc::sync::Arc::into_inner,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1230,False
alloc::sync::Arc::into_raw,alloc::sync::Arc::into_raw,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1687,False
alloc::sync::Arc::into_raw_with_allocator,alloc::sync::Arc::into_raw_with_allocator,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1803,False
alloc::sync::Arc::is_unique,alloc::sync::Arc::is_unique,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:2777,False
alloc::sync::Arc::make_mut,alloc::sync::Arc::make_mut,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:2515,False
alloc::sync::Arc::map,alloc::sync::Arc::map,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:687,False
alloc::sync::Arc::new_cyclic,alloc::sync::Arc::new_cyclic,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:493,False
alloc::sync::Arc::new_cyclic_in,alloc::sync::Arc::new_cyclic_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:891,False
alloc::sync::Arc::new_in,alloc::sync::Arc::new_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:769,False
alloc::sync::Arc::new_uninit,alloc::sync::Arc::new_uninit,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:520,False
alloc::sync::Arc::new_uninit_in,alloc::sync::Arc::new_uninit_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:809,False
alloc::sync::Arc::new_uninit_slice,alloc::sync::Arc::new_uninit_slice,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1282,False
alloc::sync::Arc::new_uninit_slice_in,alloc::sync::Arc::new_uninit_slice_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1348,False
alloc::sync::Arc::new_zeroed,alloc::sync::Arc::new_zeroed,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:552,False
alloc::sync::Arc::new_zeroed_in,alloc::sync::Arc::new_zeroed_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:846,False
alloc::sync::Arc::new_zeroed_slice,alloc::sync::Arc::new_zeroed_slice,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1308,False
alloc::sync::Arc::new_zeroed_slice_in,alloc::sync::Arc::new_zeroed_slice_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1376,False
alloc::sync::Arc::pin,alloc::sync::Arc::pin,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:567,False
alloc::sync::Arc::pin_in,alloc::sync::Arc::pin_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:956,False
alloc::sync::Arc::ptr_eq,alloc::sync::Arc::ptr_eq,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:2166,False
alloc::sync::Arc::strong_count,alloc::sync::Arc::strong_count,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:2026,False
alloc::sync::Arc::try_clone_from_ref,alloc::sync::Arc::try_clone_from_ref,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1491,False
alloc::sync::Arc::try_clone_from_ref_in,alloc::sync::Arc::try_clone_from_ref_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1542,False
alloc::sync::Arc::try_map,alloc::sync::Arc::try_map,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:727,False
alloc::sync::Arc::try_new,alloc::sync::Arc::try_new,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:591,False
alloc::sync::Arc::try_new_in,alloc::sync::Arc::try_new_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:989,False
alloc::sync::Arc::try_new_uninit,alloc::sync::Arc::try_new_uninit,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:623,False
alloc::sync::Arc::try_new_uninit_in,alloc::sync::Arc::try_new_uninit_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1030,False
alloc::sync::Arc::try_new_zeroed,alloc::sync::Arc::try_new_zeroed,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:655,False
alloc::sync::Arc::try_new_zeroed_in,alloc::sync::Arc::try_new_zeroed_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:1068,False
alloc::sync::Arc::try_pin,alloc::sync::Arc::try_pin,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:574,False
alloc::sync::Arc::try_pin_in,alloc::sync::Arc::try_pin_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:967,False
alloc::sync::Arc::try_unwrap,alloc::sync::Arc::try_unwrap,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1115,False
alloc::sync::Arc::unwrap_or_clone,alloc::sync::Arc::unwrap_or_clone,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:2607,False
alloc::sync::Arc::weak_count,alloc::sync::Arc::weak_count,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:1996,False
alloc::sync::UniqueArc::downgrade,alloc::sync::UniqueArc::downgrade,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:4853,False
alloc::sync::UniqueArc::into_arc,alloc::sync::UniqueArc::into_arc,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:4795,False
alloc::sync::UniqueArc::map,alloc::sync::UniqueArc::map,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:4659,False
alloc::sync::UniqueArc::new,alloc::sync::UniqueArc::new,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:4632,False
alloc::sync::UniqueArc::new_in,alloc::sync::UniqueArc::new_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:4770,False
alloc::sync::UniqueArc::try_map,alloc::sync::UniqueArc::try_map,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:4700,False
alloc::sync::Weak::allocator,alloc::sync::Weak::allocator,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:3097,False
alloc::sync::Weak::as_ptr,alloc::sync::Weak::as_ptr,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:3128,False
alloc::sync::Weak::from_raw,alloc::sync::Weak::from_raw,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:3055,False
alloc::sync::Weak::from_raw_in,alloc::sync::Weak::from_raw_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:3226,False
alloc::sync::Weak::into_raw,alloc::sync::Weak::into_raw,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:3088,False
alloc::sync::Weak::into_raw_with_allocator,alloc::sync::Weak::into_raw_with_allocator,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:3174,False
alloc::sync::Weak::new,alloc::sync::Weak::new,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:2974,False
alloc::sync::Weak::new_in,alloc::sync::Weak::new_in,alloc::sync;std::sync,inherent_method,unstable,1,alloc/src/sync.rs:2999,False
alloc::sync::Weak::ptr_eq,alloc::sync::Weak::ptr_eq,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:3410,False
alloc::sync::Weak::strong_count,alloc::sync::Weak::strong_count,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:3315,False
alloc::sync::Weak::upgrade,alloc::sync::Weak::upgrade,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:3279,False
alloc::sync::Weak::weak_count,alloc::sync::Weak::weak_count,alloc::sync;std::sync,inherent_method,stable,1,alloc/src/sync.rs:3332,False
alloc::vec::Drain::allocator,alloc::vec::Drain::allocator,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/drain.rs:64,False
alloc::vec::Drain::as_slice,alloc::vec::Drain::as_slice,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/drain.rs:56,False
alloc::vec::Drain::keep_rest,alloc::vec::Drain::keep_rest,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/drain.rs:88,False
alloc::vec::ExtractIf::allocator,alloc::vec::ExtractIf::allocator,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/extract_if.rs:55,False
alloc::vec::IntoIter::allocator,alloc::vec::IntoIter::allocator,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/into_iter.rs:113,False
alloc::vec::IntoIter::as_mut_slice,alloc::vec::IntoIter::as_mut_slice,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/into_iter.rs:106,False
alloc::vec::IntoIter::as_slice,alloc::vec::IntoIter::as_slice,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/into_iter.rs:88,False
alloc::vec::PeekMut::pop,alloc::vec::PeekMut::pop,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/peek_mut.rs:37,False
alloc::vec::Vec::allocator,alloc::vec::Vec::allocator,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:2131,False
alloc::vec::Vec::as_mut_ptr,alloc::vec::Vec::as_mut_ptr,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:2058,False
alloc::vec::Vec::as_non_null,alloc::vec::Vec::as_non_null,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:2123,False
alloc::vec::Vec::as_ptr,alloc::vec::Vec::as_ptr,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:1974,False
alloc::vec::Vec::const_make_global,alloc::vec::Vec::const_make_global,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:895,False
alloc::vec::Vec::dedup,alloc::vec::Vec::dedup,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:3704,False
alloc::vec::Vec::dedup_by,alloc::vec::Vec::dedup_by,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:2651,False
alloc::vec::Vec::dedup_by_key,alloc::vec::Vec::dedup_by_key,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:2624,False
alloc::vec::Vec::drain,alloc::vec::Vec::drain,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:2985,False
alloc::vec::Vec::extend_from_within,alloc::vec::Vec::extend_from_within,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:3597,False
alloc::vec::Vec::extract_if,alloc::vec::Vec::extract_if,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:4224,False
alloc::vec::Vec::from_fn,alloc::vec::Vec::from_fn,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:795,False
alloc::vec::Vec::from_parts,alloc::vec::Vec::from_parts,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:745,False
alloc::vec::Vec::from_parts_in,alloc::vec::Vec::from_parts_in,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:1307,False
alloc::vec::Vec::from_raw_parts,alloc::vec::Vec::from_raw_parts,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:642,False
alloc::vec::Vec::from_raw_parts_in,alloc::vec::Vec::from_raw_parts_in,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:1191,False
alloc::vec::Vec::insert_mut,alloc::vec::Vec::insert_mut,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:2340,False
alloc::vec::Vec::into_array,alloc::vec::Vec::into_array,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:1761,False
alloc::vec::Vec::into_boxed_slice,alloc::vec::Vec::into_boxed_slice,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:1731,False
alloc::vec::Vec::into_chunks,alloc::vec::Vec::into_chunks,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:3386,False
alloc::vec::Vec::into_flattened,alloc::vec::Vec::into_flattened,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:3633,False
alloc::vec::Vec::into_parts,alloc::vec::Vec::into_parts,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:882,False
alloc::vec::Vec::into_parts_with_alloc,alloc::vec::Vec::into_parts_with_alloc,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:1412,False
alloc::vec::Vec::into_raw_parts,alloc::vec::Vec::into_raw_parts,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:840,False
alloc::vec::Vec::into_raw_parts_with_alloc,alloc::vec::Vec::into_raw_parts_with_alloc,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:1361,False
alloc::vec::Vec::leak,alloc::vec::Vec::leak,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:3224,False
alloc::vec::Vec::peek_mut,alloc::vec::Vec::peek_mut,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:2908,False
alloc::vec::Vec::pop_if,alloc::vec::Vec::pop_if,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:2880,False
alloc::vec::Vec::push_mut,alloc::vec::Vec::push_mut,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:1033,False
alloc::vec::Vec::push_within_capacity,alloc::vec::Vec::push_within_capacity,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:2816,False
alloc::vec::Vec::recycle,alloc::vec::Vec::recycle,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:3466,False
alloc::vec::Vec::resize_with,alloc::vec::Vec::resize_with,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:3182,False
alloc::vec::Vec::retain,alloc::vec::Vec::retain,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:2488,False
alloc::vec::Vec::retain_mut,alloc::vec::Vec::retain_mut,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:2514,False
alloc::vec::Vec::set_len,alloc::vec::Vec::set_len,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:2224,False
alloc::vec::Vec::spare_capacity_mut,alloc::vec::Vec::spare_capacity_mut,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:3262,False
alloc::vec::Vec::splice,alloc::vec::Vec::splice,alloc::vec;std::vec,inherent_method,stable,1,alloc/src/vec/mod.rs:4141,False
alloc::vec::Vec::split_at_spare_mut,alloc::vec::Vec::split_at_spare_mut,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:3327,False
alloc::vec::Vec::try_remove,alloc::vec::Vec::try_remove,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:2440,False
alloc::vec::Vec::try_shrink_to,alloc::vec::Vec::try_shrink_to,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:1696,False
alloc::vec::Vec::try_shrink_to_fit,alloc::vec::Vec::try_shrink_to_fit,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:1664,False
alloc::vec::Vec::try_with_capacity,alloc::vec::Vec::try_with_capacity,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:537,False
alloc::vec::Vec::try_with_capacity_in,alloc::vec::Vec::try_with_capacity_in,alloc::vec;std::vec,inherent_method,unstable,1,alloc/src/vec/mod.rs:1085,False
core::alloc::Allocator::allocate,alloc::alloc::Allocator::allocate,alloc::alloc;core::alloc;std::alloc,trait_method,unstable,1,core/src/alloc/mod.rs:211,False
core::alloc::Allocator::allocate_zeroed,alloc::alloc::Allocator::allocate_zeroed,alloc::alloc;core::alloc;std::alloc,trait_method,unstable,1,core/src/alloc/mod.rs:228,False
core::alloc::Allocator::by_ref,alloc::alloc::Allocator::by_ref,alloc::alloc;core::alloc;std::alloc,trait_method,unstable,1,core/src/alloc/mod.rs:442,False
