module,display_path,canonical_path,origin_path,kind,declaration_id,stability,since,is_const,is_unsafe,is_async,abi,source_file,source_line,alias_approximate
alloc::alloc,alloc::alloc::Allocator::allocate,core::alloc::Allocator::allocate,core::alloc::Allocator::allocate,trait_method,core:34985,unstable,,False,False,False,Rust,core/src/alloc/mod.rs,211,False
alloc::alloc,alloc::alloc::Allocator::allocate_zeroed,core::alloc::Allocator::allocate_zeroed,core::alloc::Allocator::allocate_zeroed,trait_method,core:34986,unstable,,False,False,False,Rust,core/src/alloc/mod.rs,228,False
alloc::alloc,alloc::alloc::Allocator::by_ref,core::alloc::Allocator::by_ref,core::alloc::Allocator::by_ref,trait_method,core:34991,unstable,,False,False,False,Rust,core/src/alloc/mod.rs,442,False
alloc::alloc,alloc::alloc::Allocator::deallocate,core::alloc::Allocator::deallocate,core::alloc::Allocator::deallocate,trait_method,core:34987,unstable,,False,True,False,Rust,core/src/alloc/mod.rs,244,False
alloc::alloc,alloc::alloc::Allocator::grow,core::alloc::Allocator::grow,core::alloc::Allocator::grow,trait_method,core:34988,unstable,,False,True,False,Rust,core/src/alloc/mod.rs,284,False
alloc::alloc,alloc::alloc::Allocator::grow_zeroed,core::alloc::Allocator::grow_zeroed,core::alloc::Allocator::grow_zeroed,trait_method,core:34989,unstable,,False,True,False,Rust,core/src/alloc/mod.rs,347,False
alloc::alloc,alloc::alloc::Allocator::shrink,core::alloc::Allocator::shrink,core::alloc::Allocator::shrink,trait_method,core:34990,unstable,,False,True,False,Rust,core/src/alloc/mod.rs,412,False
alloc::alloc,alloc::alloc::GlobalAlloc::alloc,core::alloc::GlobalAlloc::alloc,core::alloc::global::GlobalAlloc::alloc,trait_method,core:34926,stable,1.28.0,False,True,False,Rust,core/src/alloc/global.rs,178,False
alloc::alloc,alloc::alloc::GlobalAlloc::alloc_zeroed,core::alloc::GlobalAlloc::alloc_zeroed,core::alloc::global::GlobalAlloc::alloc_zeroed,trait_method,core:34928,stable,1.28.0,False,True,False,Rust,core/src/alloc/global.rs,216,False
alloc::alloc,alloc::alloc::GlobalAlloc::dealloc,core::alloc::GlobalAlloc::dealloc,core::alloc::global::GlobalAlloc::dealloc,trait_method,core:34927,stable,1.28.0,False,True,False,Rust,core/src/alloc/global.rs,193,False
alloc::alloc,alloc::alloc::GlobalAlloc::realloc,core::alloc::GlobalAlloc::realloc,core::alloc::global::GlobalAlloc::realloc,trait_method,core:34929,stable,1.28.0,False,True,False,Rust,core/src/alloc/global.rs,286,False
alloc::alloc,alloc::alloc::Layout::adjust_alignment_to,core::alloc::Layout::adjust_alignment_to,core::alloc::layout::Layout::adjust_alignment_to,inherent_method,core:34946,unstable,,True,False,False,Rust,core/src/alloc/layout.rs,315,False
alloc::alloc,alloc::alloc::Layout::align,core::alloc::Layout::align,core::alloc::layout::Layout::align,inherent_method,core:34939,stable,1.28.0,True,False,False,Rust,core/src/alloc/layout.rs,187,False
alloc::alloc,alloc::alloc::Layout::align_to,core::alloc::Layout::align_to,core::alloc::layout::Layout::align_to,inherent_method,core:34945,stable,1.44.0,True,False,False,Rust,core/src/alloc/layout.rs,291,False
alloc::alloc,alloc::alloc::Layout::alignment,core::alloc::Layout::alignment,core::alloc::layout::Layout::alignment,inherent_method,core:34940,unstable,,True,False,False,Rust,core/src/alloc/layout.rs,197,False
alloc::alloc,alloc::alloc::Layout::array,core::alloc::Layout::array,core::alloc::layout::Layout::array,inherent_method,core:34953,stable,1.44.0,True,False,False,Rust,core/src/alloc/layout.rs,559,False
alloc::alloc,alloc::alloc::Layout::dangling_ptr,core::alloc::Layout::dangling_ptr,core::alloc::layout::Layout::dangling_ptr,inherent_method,core:34944,stable,1.95.0,True,False,False,Rust,core/src/alloc/layout.rs,270,False
alloc::alloc,alloc::alloc::Layout::extend,core::alloc::Layout::extend,core::alloc::layout::Layout::extend,inherent_method,core:34950,stable,1.44.0,True,False,False,Rust,core/src/alloc/layout.rs,494,False
alloc::alloc,alloc::alloc::Layout::extend_packed,core::alloc::Layout::extend_packed,core::alloc::layout::Layout::extend_packed,inherent_method,core:34952,stable,1.95.0,True,False,False,Rust,core/src/alloc/layout.rs,544,False
alloc::alloc,alloc::alloc::Layout::for_value,core::alloc::Layout::for_value,core::alloc::layout::Layout::for_value,inherent_method,core:34942,stable,1.28.0,True,False,False,Rust,core/src/alloc/layout.rs,217,False
alloc::alloc,alloc::alloc::Layout::for_value_raw,core::alloc::Layout::for_value_raw,core::alloc::layout::Layout::for_value_raw,inherent_method,core:34943,unstable,,True,True,False,Rust,core/src/alloc/layout.rs,253,False
alloc::alloc,alloc::alloc::Layout::from_size_align,core::alloc::Layout::from_size_align,core::alloc::layout::Layout::from_size_align,inherent_method,core:34934,stable,1.28.0,True,False,False,Rust,core/src/alloc/layout.rs,59,False
alloc::alloc,alloc::alloc::Layout::from_size_align_unchecked,core::alloc::Layout::from_size_align_unchecked,core::alloc::layout::Layout::from_size_align_unchecked,inherent_method,core:34936,stable,1.28.0,True,True,False,Rust,core/src/alloc/layout.rs,132,False
alloc::alloc,alloc::alloc::Layout::from_size_alignment,core::alloc::Layout::from_size_alignment,core::alloc::layout::Layout::from_size_alignment,inherent_method,core:34935,unstable,,True,False,False,Rust,core/src/alloc/layout.rs,109,False
alloc::alloc,alloc::alloc::Layout::from_size_alignment_unchecked,core::alloc::Layout::from_size_alignment_unchecked,core::alloc::layout::Layout::from_size_alignment_unchecked,inherent_method,core:34937,unstable,,True,True,False,Rust,core/src/alloc/layout.rs,156,False
alloc::alloc,alloc::alloc::Layout::new,core::alloc::Layout::new,core::alloc::layout::Layout::new,inherent_method,core:34941,stable,1.28.0,True,False,False,Rust,core/src/alloc/layout.rs,206,False
alloc::alloc,alloc::alloc::Layout::pad_to_align,core::alloc::Layout::pad_to_align,core::alloc::layout::Layout::pad_to_align,inherent_method,core:34948,stable,1.44.0,True,False,False,Rust,core/src/alloc/layout.rs,381,False
alloc::alloc,alloc::alloc::Layout::padding_needed_for,core::alloc::Layout::padding_needed_for,core::alloc::layout::Layout::padding_needed_for,inherent_method,core:34947,unstable,,True,False,False,Rust,core/src/alloc/layout.rs,335,False
alloc::alloc,alloc::alloc::Layout::repeat,core::alloc::Layout::repeat,core::alloc::layout::Layout::repeat,inherent_method,core:34949,stable,1.95.0,True,False,False,Rust,core/src/alloc/layout.rs,429,False
alloc::alloc,alloc::alloc::Layout::repeat_packed,core::alloc::Layout::repeat_packed,core::alloc::layout::Layout::repeat_packed,inherent_method,core:34951,stable,1.95.0,True,False,False,Rust,core/src/alloc/layout.rs,526,False
alloc::alloc,alloc::alloc::Layout::size,core::alloc::Layout::size,core::alloc::layout::Layout::size,inherent_method,core:34938,stable,1.28.0,True,False,False,Rust,core/src/alloc/layout.rs,175,False
alloc::alloc,alloc::alloc::alloc,alloc::alloc::alloc,alloc::alloc::alloc,free_function,alloc:84,stable,1.28.0,False,True,False,Rust,alloc/src/alloc.rs,95,False
alloc::alloc,alloc::alloc::alloc_zeroed,alloc::alloc::alloc_zeroed,alloc::alloc::alloc_zeroed,free_function,alloc:90,stable,1.28.0,False,True,False,Rust,alloc/src/alloc.rs,192,False
alloc::alloc,alloc::alloc::dealloc,alloc::alloc::dealloc,alloc::alloc::dealloc,free_function,alloc:86,stable,1.28.0,False,True,False,Rust,alloc/src/alloc.rs,120,False
alloc::alloc,alloc::alloc::handle_alloc_error,alloc::alloc::handle_alloc_error,alloc::alloc::handle_alloc_error,free_function,alloc:92,stable,1.28.0,True,False,False,Rust,alloc/src/alloc.rs,543,False
alloc::alloc,alloc::alloc::realloc,alloc::alloc::realloc,alloc::alloc::realloc,free_function,alloc:88,stable,1.28.0,False,True,False,Rust,alloc/src/alloc.rs,147,False
alloc::borrow,alloc::borrow::Borrow::borrow,core::borrow::Borrow::borrow,core::borrow::Borrow::borrow,trait_method,core:9676,stable,1.0.0,False,False,False,Rust,core/src/borrow.rs,179,False
alloc::borrow,alloc::borrow::BorrowMut::borrow_mut,core::borrow::BorrowMut::borrow_mut,core::borrow::BorrowMut::borrow_mut,trait_method,core:9688,stable,1.0.0,False,False,False,Rust,core/src/borrow.rs,207,False
alloc::borrow,alloc::borrow::Cow::into_owned,alloc::borrow::Cow::into_owned,alloc::borrow::Cow::into_owned,inherent_method,alloc:133,stable,1.0.0,False,False,False,Rust,alloc/src/borrow.rs,331,False
alloc::borrow,alloc::borrow::Cow::is_borrowed,alloc::borrow::Cow::is_borrowed,alloc::borrow::Cow::is_borrowed,inherent_method,alloc:130,unstable,,True,False,False,Rust,alloc/src/borrow.rs,235,False
alloc::borrow,alloc::borrow::Cow::is_owned,alloc::borrow::Cow::is_owned,alloc::borrow::Cow::is_owned,inherent_method,alloc:131,unstable,,True,False,False,Rust,alloc/src/borrow.rs,261,False
alloc::borrow,alloc::borrow::Cow::to_mut,alloc::borrow::Cow::to_mut,alloc::borrow::Cow::to_mut,inherent_method,alloc:132,stable,1.0.0,False,False,False,Rust,alloc/src/borrow.rs,283,False
alloc::borrow,alloc::borrow::ToOwned::clone_into,alloc::borrow::ToOwned::clone_into,alloc::borrow::ToOwned::clone_into,trait_method,alloc:100,stable,1.63.0,False,False,False,Rust,alloc/src/borrow.rs,66,False
alloc::borrow,alloc::borrow::ToOwned::to_owned,alloc::borrow::ToOwned::to_owned,alloc::borrow::ToOwned::to_owned,trait_method,alloc:98,stable,1.0.0,False,False,False,Rust,alloc/src/borrow.rs,48,False
alloc::boxed,alloc::boxed::Box::allocator,alloc::boxed::Box::allocator,alloc::boxed::Box::allocator,inherent_method,alloc:547,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1891,False
alloc::boxed,alloc::boxed::Box::as_mut_ptr,alloc::boxed::Box::as_mut_ptr,alloc::boxed::Box::as_mut_ptr,inherent_method,alloc:545,stable,1.99.0,False,False,False,Rust,alloc/src/boxed.rs,1787,False
alloc::boxed,alloc::boxed::Box::as_non_null,alloc::boxed::Box::as_non_null,alloc::boxed::Box::as_non_null,inherent_method,alloc:546,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1879,False
alloc::boxed,alloc::boxed::Box::as_ptr,alloc::boxed::Box::as_ptr,alloc::boxed::Box::as_ptr,inherent_method,alloc:544,stable,1.99.0,False,False,False,Rust,alloc/src/boxed.rs,1836,False
alloc::boxed,alloc::boxed::Box::assume_init,alloc::boxed::Box::assume_init,alloc::boxed::Box::assume_init,inherent_method,alloc:530,stable,1.82.0,False,True,False,Rust,alloc/src/boxed.rs,1201,False
alloc::boxed,alloc::boxed::Box::assume_init,alloc::boxed::Box::assume_init,alloc::boxed::Box::assume_init,inherent_method,alloc:532,stable,1.82.0,False,True,False,Rust,alloc/src/boxed.rs,1270,False
alloc::boxed,alloc::boxed::Box::clone_from_ref,alloc::boxed::Box::clone_from_ref,alloc::boxed::Box::clone_from_ref,inherent_method,alloc:512,unstable,,False,False,False,Rust,alloc/src/boxed.rs,794,False
alloc::boxed,alloc::boxed::Box::clone_from_ref_in,alloc::boxed::Box::clone_from_ref_in,alloc::boxed::Box::clone_from_ref_in,inherent_method,alloc:515,unstable,,False,False,False,Rust,alloc/src/boxed.rs,840,False
alloc::boxed,alloc::boxed::Box::downcast,alloc::boxed::Box::downcast,alloc::boxed::Box::downcast,inherent_method,alloc:474,stable,1.0.0,False,False,False,Rust,alloc/src/boxed/convert.rs,333,False
alloc::boxed,alloc::boxed::Box::downcast,alloc::boxed::Box::downcast,alloc::boxed::Box::downcast,inherent_method,alloc:477,stable,1.0.0,False,False,False,Rust,alloc/src/boxed/convert.rs,392,False
alloc::boxed,alloc::boxed::Box::downcast,alloc::boxed::Box::downcast,alloc::boxed::Box::downcast,inherent_method,alloc:480,stable,1.51.0,False,False,False,Rust,alloc/src/boxed/convert.rs,451,False
alloc::boxed,alloc::boxed::Box::downcast_unchecked,alloc::boxed::Box::downcast_unchecked,alloc::boxed::Box::downcast_unchecked,inherent_method,alloc:475,unstable,,False,True,False,Rust,alloc/src/boxed/convert.rs,363,False
alloc::boxed,alloc::boxed::Box::downcast_unchecked,alloc::boxed::Box::downcast_unchecked,alloc::boxed::Box::downcast_unchecked,inherent_method,alloc:478,unstable,,False,True,False,Rust,alloc/src/boxed/convert.rs,422,False
alloc::boxed,alloc::boxed::Box::downcast_unchecked,alloc::boxed::Box::downcast_unchecked,alloc::boxed::Box::downcast_unchecked,inherent_method,alloc:481,unstable,,False,True,False,Rust,alloc/src/boxed/convert.rs,481,False
alloc::boxed,alloc::boxed::Box::from_non_null,alloc::boxed::Box::from_non_null,alloc::boxed::Box::from_non_null,inherent_method,alloc:538,unstable,,False,True,False,Rust,alloc/src/boxed.rs,1380,False
alloc::boxed,alloc::boxed::Box::from_non_null_in,alloc::boxed::Box::from_non_null_in,alloc::boxed::Box::from_non_null_in,inherent_method,alloc:543,unstable,,False,True,False,Rust,alloc/src/boxed.rs,1618,False
alloc::boxed,alloc::boxed::Box::from_raw,alloc::boxed::Box::from_raw,alloc::boxed::Box::from_raw,inherent_method,alloc:536,stable,1.4.0,False,True,False,Rust,alloc/src/boxed.rs,1324,False
alloc::boxed,alloc::boxed::Box::from_raw_in,alloc::boxed::Box::from_raw_in,alloc::boxed::Box::from_raw_in,inherent_method,alloc:541,unstable,,False,True,False,Rust,alloc/src/boxed.rs,1561,False
alloc::boxed,alloc::boxed::Box::into_array,alloc::boxed::Box::into_array,alloc::boxed::Box::into_array,inherent_method,alloc:527,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1162,False
alloc::boxed,alloc::boxed::Box::into_boxed_slice,alloc::boxed::Box::into_boxed_slice,alloc::boxed::Box::into_boxed_slice,inherent_method,alloc:507,unstable,,False,False,False,Rust,alloc/src/boxed.rs,724,False
alloc::boxed,alloc::boxed::Box::into_inner,alloc::boxed::Box::into_inner,alloc::boxed::Box::into_inner,inherent_method,alloc:508,unstable,,False,False,False,Rust,alloc/src/boxed.rs,742,False
alloc::boxed,alloc::boxed::Box::into_non_null,alloc::boxed::Box::into_non_null,alloc::boxed::Box::into_non_null,inherent_method,alloc:537,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1501,False
alloc::boxed,alloc::boxed::Box::into_non_null_with_allocator,alloc::boxed::Box::into_non_null_with_allocator,alloc::boxed::Box::into_non_null_with_allocator,inherent_method,alloc:542,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1733,False
alloc::boxed,alloc::boxed::Box::into_pin,alloc::boxed::Box::into_pin,alloc::boxed::Box::into_pin,inherent_method,alloc:488,stable,1.63.0,False,False,False,Rust,alloc/src/boxed.rs,1980,False
alloc::boxed,alloc::boxed::Box::into_raw,alloc::boxed::Box::into_raw,alloc::boxed::Box::into_raw,inherent_method,alloc:535,stable,1.4.0,False,False,False,Rust,alloc/src/boxed.rs,1434,False
alloc::boxed,alloc::boxed::Box::into_raw_with_allocator,alloc::boxed::Box::into_raw_with_allocator,alloc::boxed::Box::into_raw_with_allocator,inherent_method,alloc:540,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1672,False
alloc::boxed,alloc::boxed::Box::leak,alloc::boxed::Box::leak,alloc::boxed::Box::leak,inherent_method,alloc:548,stable,1.26.0,False,False,False,Rust,alloc/src/boxed.rs,1940,False
alloc::boxed,alloc::boxed::Box::map,alloc::boxed::Box::map,alloc::boxed::Box::map,inherent_method,alloc:494,unstable,,False,False,False,Rust,alloc/src/boxed.rs,446,False
alloc::boxed,alloc::boxed::Box::new,alloc::boxed::Box::new,alloc::boxed::Box::new,inherent_method,alloc:483,stable,1.0.0,False,False,False,Rust,alloc/src/boxed.rs,286,False
alloc::boxed,alloc::boxed::Box::new_in,alloc::boxed::Box::new_in,alloc::boxed::Box::new_in,inherent_method,alloc:500,unstable,,False,False,False,Rust,alloc/src/boxed.rs,522,False
alloc::boxed,alloc::boxed::Box::new_uninit,alloc::boxed::Box::new_uninit,alloc::boxed::Box::new_uninit,inherent_method,alloc:484,stable,1.82.0,False,False,False,Rust,alloc/src/boxed.rs,313,False
alloc::boxed,alloc::boxed::Box::new_uninit_in,alloc::boxed::Box::new_uninit_in,alloc::boxed::Box::new_uninit_in,inherent_method,alloc:502,unstable,,False,False,False,Rust,alloc/src/boxed.rs,576,False
alloc::boxed,alloc::boxed::Box::new_uninit_slice,alloc::boxed::Box::new_uninit_slice,alloc::boxed::Box::new_uninit_slice,inherent_method,alloc:518,stable,1.82.0,False,False,False,Rust,alloc/src/boxed.rs,918,False
alloc::boxed,alloc::boxed::Box::new_uninit_slice_in,alloc::boxed::Box::new_uninit_slice_in,alloc::boxed::Box::new_uninit_slice_in,inherent_method,alloc:523,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1035,False
alloc::boxed,alloc::boxed::Box::new_zeroed,alloc::boxed::Box::new_zeroed,alloc::boxed::Box::new_zeroed,inherent_method,alloc:487,stable,1.92.0,False,False,False,Rust,alloc/src/boxed.rs,342,False
alloc::boxed,alloc::boxed::Box::new_zeroed_in,alloc::boxed::Box::new_zeroed_in,alloc::boxed::Box::new_zeroed_in,inherent_method,alloc:504,unstable,,False,False,False,Rust,alloc/src/boxed.rs,644,False
alloc::boxed,alloc::boxed::Box::new_zeroed_slice,alloc::boxed::Box::new_zeroed_slice,alloc::boxed::Box::new_zeroed_slice,inherent_method,alloc:519,stable,1.92.0,False,False,False,Rust,alloc/src/boxed.rs,941,False
alloc::boxed,alloc::boxed::Box::new_zeroed_slice_in,alloc::boxed::Box::new_zeroed_slice_in,alloc::boxed::Box::new_zeroed_slice_in,inherent_method,alloc:524,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1062,False
alloc::boxed,alloc::boxed::Box::pin,alloc::boxed::Box::pin,alloc::boxed::Box::pin,inherent_method,alloc:489,stable,1.33.0,False,False,False,Rust,alloc/src/boxed.rs,357,False
alloc::boxed,alloc::boxed::Box::pin_in,alloc::boxed::Box::pin_in,alloc::boxed::Box::pin_in,inherent_method,alloc:506,unstable,,False,False,False,Rust,alloc/src/boxed.rs,713,False
alloc::boxed,alloc::boxed::Box::take,alloc::boxed::Box::take,alloc::boxed::Box::take,inherent_method,alloc:510,unstable,,False,False,False,Rust,alloc/src/boxed.rs,768,False
alloc::boxed,alloc::boxed::Box::try_clone_from_ref,alloc::boxed::Box::try_clone_from_ref,alloc::boxed::Box::try_clone_from_ref,inherent_method,alloc:513,unstable,,False,False,False,Rust,alloc/src/boxed.rs,815,False
alloc::boxed,alloc::boxed::Box::try_clone_from_ref_in,alloc::boxed::Box::try_clone_from_ref_in,alloc::boxed::Box::try_clone_from_ref_in,inherent_method,alloc:516,unstable,,False,False,False,Rust,alloc/src/boxed.rs,867,False
alloc::boxed,alloc::boxed::Box::try_map,alloc::boxed::Box::try_map,alloc::boxed::Box::try_map,inherent_method,alloc:496,unstable,,False,False,False,Rust,alloc/src/boxed.rs,478,False
alloc::boxed,alloc::boxed::Box::try_new,alloc::boxed::Box::try_new,alloc::boxed::Box::try_new,inherent_method,alloc:491,unstable,,False,False,False,Rust,alloc/src/boxed.rs,376,False
alloc::boxed,alloc::boxed::Box::try_new_in,alloc::boxed::Box::try_new_in,alloc::boxed::Box::try_new_in,inherent_method,alloc:501,unstable,,False,False,False,Rust,alloc/src/boxed.rs,548,False
alloc::boxed,alloc::boxed::Box::try_new_uninit,alloc::boxed::Box::try_new_uninit,alloc::boxed::Box::try_new_uninit,inherent_method,alloc:492,unstable,,False,False,False,Rust,alloc/src/boxed.rs,398,False
alloc::boxed,alloc::boxed::Box::try_new_uninit_in,alloc::boxed::Box::try_new_uninit_in,alloc::boxed::Box::try_new_uninit_in,inherent_method,alloc:503,unstable,,False,False,False,Rust,alloc/src/boxed.rs,608,False
alloc::boxed,alloc::boxed::Box::try_new_uninit_slice,alloc::boxed::Box::try_new_uninit_slice,alloc::boxed::Box::try_new_uninit_slice,inherent_method,alloc:520,unstable,,False,False,False,Rust,alloc/src/boxed.rs,965,False
alloc::boxed,alloc::boxed::Box::try_new_uninit_slice_in,alloc::boxed::Box::try_new_uninit_slice_in,alloc::boxed::Box::try_new_uninit_slice_in,inherent_method,alloc:525,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1088,False
alloc::boxed,alloc::boxed::Box::try_new_zeroed,alloc::boxed::Box::try_new_zeroed,alloc::boxed::Box::try_new_zeroed,inherent_method,alloc:493,unstable,,False,False,False,Rust,alloc/src/boxed.rs,423,False
alloc::boxed,alloc::boxed::Box::try_new_zeroed_in,alloc::boxed::Box::try_new_zeroed_in,alloc::boxed::Box::try_new_zeroed_in,inherent_method,alloc:505,unstable,,False,False,False,Rust,alloc/src/boxed.rs,680,False
alloc::boxed,alloc::boxed::Box::try_new_zeroed_slice,alloc::boxed::Box::try_new_zeroed_slice,alloc::boxed::Box::try_new_zeroed_slice,inherent_method,alloc:521,unstable,,False,False,False,Rust,alloc/src/boxed.rs,999,False
alloc::boxed,alloc::boxed::Box::try_new_zeroed_slice_in,alloc::boxed::Box::try_new_zeroed_slice_in,alloc::boxed::Box::try_new_zeroed_slice_in,inherent_method,alloc:526,unstable,,False,False,False,Rust,alloc/src/boxed.rs,1127,False
alloc::boxed,alloc::boxed::Box::write,alloc::boxed::Box::write,alloc::boxed::Box::write,inherent_method,alloc:509,stable,1.87.0,False,False,False,Rust,alloc/src/boxed.rs,1235,False
alloc::boxed,alloc::boxed::BoxedArrayIntoIter::as_mut_slice,alloc::boxed::BoxedArrayIntoIter::as_mut_slice,alloc::boxed::iter::BoxedArrayIntoIter::as_mut_slice,inherent_method,alloc:374,stable,1.99.0,False,False,False,Rust,alloc/src/boxed/iter.rs,248,False
alloc::boxed,alloc::boxed::BoxedArrayIntoIter::as_slice,alloc::boxed::BoxedArrayIntoIter::as_slice,alloc::boxed::iter::BoxedArrayIntoIter::as_slice,inherent_method,alloc:373,stable,1.99.0,False,False,False,Rust,alloc/src/boxed/iter.rs,242,False
alloc::boxed,alloc::boxed::ThinBox::new,alloc::boxed::ThinBox::new,alloc::boxed::thin::ThinBox::new,inherent_method,alloc:429,unstable,,False,False,False,Rust,alloc/src/boxed/thin.rs,69,False
alloc::boxed,alloc::boxed::ThinBox::new_unsize,alloc::boxed::ThinBox::new_unsize,alloc::boxed::thin::ThinBox::new_unsize,inherent_method,alloc:432,unstable,,False,False,False,Rust,alloc/src/boxed/thin.rs,112,False
alloc::boxed,alloc::boxed::ThinBox::try_new,alloc::boxed::ThinBox::try_new,alloc::boxed::thin::ThinBox::try_new,inherent_method,alloc:430,unstable,,False,False,False,Rust,alloc/src/boxed/thin.rs,90,False
alloc::collections,alloc::collections::BTreeMap::append,alloc::collections::BTreeMap::append,alloc::collections::btree::map::BTreeMap::append,inherent_method,alloc:1474,stable,1.11.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,1236,False
alloc::collections,alloc::collections::BTreeMap::clear,alloc::collections::BTreeMap::clear,alloc::collections::btree::map::BTreeMap::clear,inherent_method,alloc:1457,stable,1.0.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,670,False
alloc::collections,alloc::collections::BTreeMap::contains_key,alloc::collections::BTreeMap::contains_key,alloc::collections::btree::map::BTreeMap::contains_key,inherent_method,alloc:1468,stable,1.0.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,979,False
alloc::collections,alloc::collections::BTreeMap::entry,alloc::collections::BTreeMap::entry,alloc::collections::btree::map::BTreeMap::entry,inherent_method,alloc:1337,stable,1.0.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,1501,False
alloc::collections,alloc::collections::BTreeMap::extract_if,alloc::collections::BTreeMap::extract_if,alloc::collections::btree::map::BTreeMap::extract_if,inherent_method,alloc:1482,stable,1.91.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,1624,False
alloc::collections,alloc::collections::BTreeMap::first_entry,alloc::collections::BTreeMap::first_entry,alloc::collections::btree::map::BTreeMap::first_entry,inherent_method,alloc:1463,stable,1.66.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,838,False
alloc::collections,alloc::collections::BTreeMap::first_key_value,alloc::collections::BTreeMap::first_key_value,alloc::collections::btree::map::BTreeMap::first_key_value,inherent_method,alloc:1462,stable,1.66.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,810,False
alloc::collections,alloc::collections::BTreeMap::get,alloc::collections::BTreeMap::get,alloc::collections::btree::map::BTreeMap::get,inherent_method,alloc:1460,stable,1.0.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,717,False
alloc::collections,alloc::collections::BTreeMap::get_key_value,alloc::collections::BTreeMap::get_key_value,alloc::collections::btree::map::BTreeMap::get_key_value,inherent_method,alloc:1461,stable,1.40.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,783,False
alloc::collections,alloc::collections::BTreeMap::get_mut,alloc::collections::BTreeMap::get_mut,alloc::collections::btree::map::BTreeMap::get_mut,inherent_method,alloc:1469,stable,1.0.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,1006,False
alloc::collections,alloc::collections::BTreeMap::insert,alloc::collections::BTreeMap::insert,alloc::collections::btree::map::BTreeMap::insert,inherent_method,alloc:1470,stable,1.0.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,1045,False
alloc::collections,alloc::collections::BTreeMap::into_keys,alloc::collections::BTreeMap::into_keys,alloc::collections::btree::map::BTreeMap::into_keys,inherent_method,alloc:1484,stable,1.54.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,1682,False
alloc::collections,alloc::collections::BTreeMap::into_values,alloc::collections::BTreeMap::into_values,alloc::collections::btree::map::BTreeMap::into_values,inherent_method,alloc:1486,stable,1.54.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,1704,False
alloc::collections,alloc::collections::BTreeMap::is_empty,alloc::collections::BTreeMap::is_empty,alloc::collections::btree::map::BTreeMap::is_empty,inherent_method,alloc:1497,stable,1.0.0,True,False,False,Rust,alloc/src/collections/btree/map.rs,2849,False
alloc::collections,alloc::collections::BTreeMap::iter,alloc::collections::BTreeMap::iter,alloc::collections::btree::map::BTreeMap::iter,inherent_method,alloc:1451,stable,1.0.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,2703,False
alloc::collections,alloc::collections::BTreeMap::iter_mut,alloc::collections::BTreeMap::iter_mut,alloc::collections::btree::map::BTreeMap::iter_mut,inherent_method,alloc:1490,stable,1.0.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,2734,False
alloc::collections,alloc::collections::BTreeMap::keys,alloc::collections::BTreeMap::keys,alloc::collections::btree::map::BTreeMap::keys,inherent_method,alloc:1454,stable,1.0.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,2759,False
alloc::collections,alloc::collections::BTreeMap::last_entry,alloc::collections::BTreeMap::last_entry,alloc::collections::btree::map::BTreeMap::last_entry,inherent_method,alloc:1466,stable,1.66.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,921,False
alloc::collections,alloc::collections::BTreeMap::last_key_value,alloc::collections::BTreeMap::last_key_value,alloc::collections::btree::map::BTreeMap::last_key_value,inherent_method,alloc:1465,stable,1.66.0,False,False,False,Rust,alloc/src/collections/btree/map.rs,893,False
alloc::collections,alloc::collections::BTreeMap::len,alloc::collections::BTreeMap::len,alloc::collections::btree::map::BTreeMap::len,inherent_method,alloc:1496,stable,1.0.0,True,False,False,Rust,alloc/src/collections/btree/map.rs,2826,False
alloc::collections,alloc::collections::BTreeMap::lower_bound,alloc::collections::BTreeMap::lower_bound,alloc::collections::btree::map::BTreeMap::lower_bound,inherent_method,alloc:1499,unstable,,False,False,False,Rust,alloc/src/collections/btree/map.rs,2893,False
