canonical_path,representative_display_path,modules,kinds,stability,declaration_count,source_locations,has_approximate_alias
core::fmt::UpperHex::fmt,alloc::fmt::UpperHex::fmt,alloc::fmt;core::fmt;std::fmt,trait_method,stable,1,core/src/fmt/mod.rs:1435,False
core::fmt::Write::write_char,alloc::fmt::Write::write_char,alloc::fmt;core::fmt;std::fmt,trait_method,stable,1,core/src/fmt/mod.rs:185,False
core::fmt::Write::write_fmt,alloc::fmt::Write::write_fmt,alloc::fmt;core::fmt;std::fmt,trait_method,stable,1,core/src/fmt/mod.rs:214,False
core::fmt::Write::write_str,alloc::fmt::Write::write_str,alloc::fmt;core::fmt;std::fmt,trait_method,stable,1,core/src/fmt/mod.rs:156,False
core::fmt::from_fn,alloc::fmt::from_fn,alloc::fmt;core::fmt;std::fmt,free_function,stable,1,core/src/fmt/builders.rs:1232,False
core::fmt::write,alloc::fmt::write,alloc::fmt;core::fmt;std::fmt,free_function,stable,1,core/src/fmt/mod.rs:1631,False
core::future::Future::poll,std::future::Future::poll,std::future,trait_method,stable,1,core/src/future/future.rs:113,False
core::future::IntoFuture::into_future,std::future::IntoFuture::into_future,std::future,trait_method,stable,1,core/src/future/into_future.rs:134,False
core::future::Ready::into_inner,std::future::Ready::into_inner,std::future,inherent_method,stable,1,core/src/future/ready.rs:45,False
core::future::pending,std::future::pending,std::future,free_function,stable,1,core/src/future/pending.rs:33,False
core::future::poll_fn,std::future::poll_fn,std::future,free_function,stable,1,core/src/future/poll_fn.rs:115,False
core::future::ready,std::future::ready,std::future,free_function,stable,1,core/src/future/ready.rs:67,False
core::hint::assert_unchecked,core::hint::assert_unchecked,core::hint,free_function,stable,1,core/src/hint.rs:202,False
core::hint::black_box,core::hint::black_box,core::hint,free_function,stable,1,core/src/hint.rs:490,False
core::hint::cold_path,core::hint::cold_path,core::hint,free_function,stable,1,core/src/hint.rs:784,False
core::hint::select_unpredictable,core::hint::select_unpredictable,core::hint,free_function,stable,1,core/src/hint.rs:832,False
core::hint::spin_loop,core::hint::spin_loop,core::hint,free_function,stable,1,core/src/hint.rs:270,False
core::intrinsics::copy,core::intrinsics::copy,core::intrinsics,free_function,stable,1,core/src/intrinsics/mod.rs:3054,False
core::intrinsics::copy_nonoverlapping,core::intrinsics::copy_nonoverlapping,core::intrinsics,free_function,stable,1,core/src/intrinsics/mod.rs:3043,False
core::intrinsics::transmute,core::intrinsics::transmute,core::intrinsics;core::mem;std::mem,free_function,stable,1,core/src/intrinsics/mod.rs:843,False
core::intrinsics::write_bytes,core::intrinsics::write_bytes,core::intrinsics,free_function,stable,1,core/src/intrinsics/mod.rs:3065,False
core::io::Chain::get_mut,std::io::Chain::get_mut,std::io,inherent_method,stable,1,core/src/io/util.rs:281,False
core::io::Chain::get_ref,std::io::Chain::get_ref,std::io,inherent_method,stable,1,core/src/io/util.rs:254,False
core::io::Chain::into_inner,std::io::Chain::into_inner,std::io,inherent_method,stable,1,core/src/io/util.rs:227,False
core::io::Cursor::get_mut,std::io::Cursor::get_mut,std::io,inherent_method,stable,1,core/src/io/cursor.rs:159,False
core::io::Cursor::get_ref,std::io::Cursor::get_ref,std::io,inherent_method,stable,1,core/src/io/cursor.rs:137,False
core::io::Cursor::into_inner,std::io::Cursor::into_inner,std::io,inherent_method,stable,1,core/src/io/cursor.rs:118,False
core::io::Cursor::new,std::io::Cursor::new,std::io,inherent_method,stable,1,core/src/io/cursor.rs:100,False
core::io::Cursor::position,std::io::Cursor::position,std::io,inherent_method,stable,1,core/src/io/cursor.rs:184,False
core::io::Cursor::set_position,std::io::Cursor::set_position,std::io,inherent_method,stable,1,core/src/io/cursor.rs:207,False
core::io::Error::get_mut,std::io::Error::get_mut,std::io,inherent_method,stable,1,core/src/io/error.rs:433,False
core::io::Error::get_ref,std::io::Error::get_ref,std::io,inherent_method,stable,1,core/src/io/error.rs:358,False
core::io::Error::kind,std::io::Error::kind,std::io,inherent_method,stable,1,core/src/io/error.rs:472,False
core::io::Error::raw_os_error,std::io::Error::raw_os_error,std::io,inherent_method,stable,1,core/src/io/error.rs:319,False
core::io::IoSlice::advance,std::io::IoSlice::advance,std::io,inherent_method,stable,1,core/src/io/io_slice.rs:241,False
core::io::IoSlice::advance_slices,std::io::IoSlice::advance_slices,std::io,inherent_method,stable,1,core/src/io/io_slice.rs:279,False
core::io::IoSlice::new,std::io::IoSlice::new,std::io,inherent_method,stable,1,core/src/io/io_slice.rs:213,False
core::io::IoSliceMut::advance,std::io::IoSliceMut::advance,std::io,inherent_method,stable,1,core/src/io/io_slice.rs:82,False
core::io::IoSliceMut::advance_slices,std::io::IoSliceMut::advance_slices,std::io,inherent_method,stable,1,core/src/io/io_slice.rs:121,False
core::io::IoSliceMut::new,std::io::IoSliceMut::new,std::io,inherent_method,stable,1,core/src/io/io_slice.rs:54,False
core::io::Result::and,std::io::Result::and,std::io,inherent_method,stable,1,core/src/result.rs:1440,True
core::io::Result::and_then,std::io::Result::and_then,std::io,inherent_method,stable,1,core/src/result.rs:1486,True
core::io::Result::as_deref,std::io::Result::as_deref,std::io,inherent_method,stable,1,core/src/result.rs:1044,True
core::io::Result::as_deref_mut,std::io::Result::as_deref_mut,std::io,inherent_method,stable,1,core/src/result.rs:1072,True
core::io::Result::as_mut,std::io::Result::as_mut,std::io,inherent_method,stable,1,core/src/result.rs:798,True
core::io::Result::as_ref,std::io::Result::as_ref,std::io,inherent_method,stable,1,core/src/result.rs:768,True
core::io::Result::cloned,std::io::Result::cloned,std::io,inherent_method,stable,2,core/src/result.rs:1740;core/src/result.rs:1791,True
core::io::Result::copied,std::io::Result::copied,std::io,inherent_method,stable,2,core/src/result.rs:1714;core/src/result.rs:1765,True
core::io::Result::err,std::io::Result::err,std::io,inherent_method,stable,1,core/src/result.rs:736,True
core::io::Result::expect,std::io::Result::expect,std::io,inherent_method,stable,1,core/src/result.rs:1177,True
core::io::Result::expect_err,std::io::Result::expect_err,std::io,inherent_method,stable,1,core/src/result.rs:1291,True
core::io::Result::flatten,std::io::Result::flatten,std::io,inherent_method,stable,1,core/src/result.rs:1855,True
core::io::Result::inspect,std::io::Result::inspect,std::io,inherent_method,stable,1,core/src/result.rs:986,True
core::io::Result::inspect_err,std::io::Result::inspect_err,std::io,inherent_method,stable,1,core/src/result.rs:1014,True
core::io::Result::is_err,std::io::Result::is_err,std::io,inherent_method,stable,1,core/src/result.rs:646,True
core::io::Result::is_err_and,std::io::Result::is_err_and,std::io,inherent_method,stable,1,core/src/result.rs:674,True
core::io::Result::is_ok,std::io::Result::is_ok,std::io,inherent_method,stable,1,core/src/result.rs:593,True
core::io::Result::is_ok_and,std::io::Result::is_ok_and,std::io,inherent_method,stable,1,core/src/result.rs:619,True
core::io::Result::iter,std::io::Result::iter,std::io,inherent_method,stable,1,core/src/result.rs:1099,True
core::io::Result::iter_mut,std::io::Result::iter_mut,std::io,inherent_method,stable,1,core/src/result.rs:1123,True
core::io::Result::map,std::io::Result::map,std::io,inherent_method,stable,1,core/src/result.rs:831,True
core::io::Result::map_err,std::io::Result::map_err,std::io,inherent_method,stable,1,core/src/result.rs:960,True
core::io::Result::map_or,std::io::Result::map_or,std::io,inherent_method,stable,1,core/src/result.rs:863,True
core::io::Result::map_or_default,std::io::Result::map_or_default,std::io,inherent_method,stable,1,core/src/result.rs:926,True
core::io::Result::map_or_else,std::io::Result::map_or_else,std::io,inherent_method,stable,1,core/src/result.rs:897,True
core::io::Result::ok,std::io::Result::ok,std::io,inherent_method,stable,1,core/src/result.rs:708,True
core::io::Result::or,std::io::Result::or,std::io,inherent_method,stable,1,core/src/result.rs:1526,True
core::io::Result::or_else,std::io::Result::or_else,std::io,inherent_method,stable,1,core/src/result.rs:1557,True
core::io::Result::transpose,std::io::Result::transpose,std::io,inherent_method,stable,1,core/src/result.rs:1819,True
core::io::Result::unwrap,std::io::Result::unwrap,std::io,inherent_method,stable,1,core/src/result.rs:1225,True
core::io::Result::unwrap_err,std::io::Result::unwrap_err,std::io,inherent_method,stable,1,core/src/result.rs:1322,True
core::io::Result::unwrap_err_unchecked,std::io::Result::unwrap_err_unchecked,std::io,inherent_method,stable,1,core/src/result.rs:1684,True
core::io::Result::unwrap_or,std::io::Result::unwrap_or,std::io,inherent_method,stable,1,core/src/result.rs:1588,True
core::io::Result::unwrap_or_default,std::io::Result::unwrap_or_default,std::io,inherent_method,stable,1,core/src/result.rs:1263,True
core::io::Result::unwrap_or_else,std::io::Result::unwrap_or_else,std::io,inherent_method,stable,1,core/src/result.rs:1614,True
core::io::Result::unwrap_unchecked,std::io::Result::unwrap_unchecked,std::io,inherent_method,stable,1,core/src/result.rs:1648,True
core::io::Seek::rewind,std::io::Seek::rewind,std::io,trait_method,stable,1,core/src/io/seek.rs:77,False
core::io::Seek::seek,std::io::Seek::seek,std::io,trait_method,stable,1,core/src/io/seek.rs:45,False
core::io::Seek::seek_relative,std::io::Seek::seek_relative,std::io,trait_method,stable,1,core/src/io/seek.rs:171,False
core::io::Seek::stream_position,std::io::Seek::stream_position,std::io,trait_method,stable,1,core/src/io/seek.rs:145,False
core::io::Take::get_mut,std::io::Take::get_mut,std::io,inherent_method,stable,1,core/src/io/util.rs:480,False
core::io::Take::get_ref,std::io::Take::get_ref,std::io,inherent_method,stable,1,core/src/io/util.rs:451,False
core::io::Take::into_inner,std::io::Take::into_inner,std::io,inherent_method,stable,1,core/src/io/util.rs:422,False
core::io::Take::limit,std::io::Take::limit,std::io,inherent_method,stable,1,core/src/io/util.rs:361,False
core::io::Take::set_limit,std::io::Take::set_limit,std::io,inherent_method,stable,1,core/src/io/util.rs:396,False
core::io::empty,std::io::empty,std::io,free_function,stable,1,core/src/io/util.rs:78,False
core::io::repeat,std::io::repeat,std::io,free_function,stable,1,core/src/io/util.rs:125,False
core::io::sink,std::io::sink,std::io,free_function,stable,1,core/src/io/util.rs:165,False
core::iter::DoubleEndedIterator::nth_back,core::prelude::v1::DoubleEndedIterator::nth_back,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/double_ended.rs:243,False
core::iter::DoubleEndedIterator::rfind,core::prelude::v1::DoubleEndedIterator::rfind,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/double_ended.rs:419,False
core::iter::DoubleEndedIterator::rfold,core::prelude::v1::DoubleEndedIterator::rfold,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/double_ended.rs:353,False
core::iter::DoubleEndedIterator::try_rfold,core::prelude::v1::DoubleEndedIterator::try_rfold,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/double_ended.rs:282,False
core::iter::ExactSizeIterator::len,core::prelude::v1::ExactSizeIterator::len,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/exact_size.rs:116,False
core::iter::Extend::extend,core::prelude::v1::Extend::extend,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/collect.rs:416,False
core::iter::Iterator::by_ref,core::prelude::v1::Iterator::by_ref,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1954,False
core::iter::Iterator::chain,core::prelude::v1::Iterator::chain,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:510,False
core::iter::Iterator::cloned,core::prelude::v1::Iterator::cloned,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3559,False
core::iter::Iterator::cmp,core::prelude::v1::Iterator::cmp,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3723,False
core::iter::Iterator::copied,core::prelude::v1::Iterator::copied,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3511,False
core::iter::Iterator::count,core::prelude::v1::Iterator::count,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:224,False
core::iter::Iterator::cycle,core::prelude::v1::Iterator::cycle,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3590,False
core::iter::Iterator::enumerate,core::prelude::v1::Iterator::enumerate,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1044,False
core::iter::Iterator::eq,core::prelude::v1::Iterator::eq,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3879,False
core::iter::Iterator::filter,core::prelude::v1::Iterator::filter,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:952,False
core::iter::Iterator::filter_map,core::prelude::v1::Iterator::filter_map,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:997,False
core::iter::Iterator::find_map,core::prelude::v1::Iterator::find_map,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:2991,False
core::iter::Iterator::flat_map,core::prelude::v1::Iterator::flat_map,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1533,False
core::iter::Iterator::flatten,core::prelude::v1::Iterator::flatten,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1617,False
core::iter::Iterator::fold,core::prelude::v1::Iterator::fold,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:2664,False
core::iter::Iterator::for_each,core::prelude::v1::Iterator::for_each,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:877,False
core::iter::Iterator::fuse,core::prelude::v1::Iterator::fuse,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1833,False
core::iter::Iterator::ge,core::prelude::v1::Iterator::ge,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:4021,False
core::iter::Iterator::gt,core::prelude::v1::Iterator::gt,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3999,False
core::iter::Iterator::inspect,core::prelude::v1::Iterator::inspect,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1917,False
core::iter::Iterator::is_sorted,core::prelude::v1::Iterator::is_sorted,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:4051,False
core::iter::Iterator::is_sorted_by,core::prelude::v1::Iterator::is_sorted_by,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:4078,False
core::iter::Iterator::is_sorted_by_key,core::prelude::v1::Iterator::is_sorted_by_key,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:4123,False
core::iter::Iterator::last,core::prelude::v1::Iterator::last,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:257,False
core::iter::Iterator::le,core::prelude::v1::Iterator::le,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3977,False
core::iter::Iterator::lt,core::prelude::v1::Iterator::lt,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3955,False
core::iter::Iterator::map,core::prelude::v1::Iterator::map,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:831,False
core::iter::Iterator::map_while,core::prelude::v1::Iterator::map_while,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1346,False
core::iter::Iterator::max,core::prelude::v1::Iterator::max,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3250,False
core::iter::Iterator::max_by,core::prelude::v1::Iterator::max_by,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3344,False
core::iter::Iterator::max_by_key,core::prelude::v1::Iterator::max_by_key,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3310,False
core::iter::Iterator::min,core::prelude::v1::Iterator::min,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3287,False
core::iter::Iterator::min_by,core::prelude::v1::Iterator::min_by,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3406,False
core::iter::Iterator::min_by_key,core::prelude::v1::Iterator::min_by_key,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3372,False
core::iter::Iterator::ne,core::prelude::v1::Iterator::ne,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3933,False
core::iter::Iterator::nth,core::prelude::v1::Iterator::nth,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:388,False
core::iter::Iterator::partial_cmp,core::prelude::v1::Iterator::partial_cmp,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3808,False
core::iter::Iterator::partition,core::prelude::v1::Iterator::partition,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:2271,False
core::iter::Iterator::peekable,core::prelude::v1::Iterator::peekable,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1115,False
core::iter::Iterator::position,core::prelude::v1::Iterator::position,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3134,False
core::iter::Iterator::product,core::prelude::v1::Iterator::product,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3701,False
core::iter::Iterator::reduce,core::prelude::v1::Iterator::reduce,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:2701,False
core::iter::Iterator::rposition,core::prelude::v1::Iterator::rposition,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3200,False
core::iter::Iterator::scan,core::prelude::v1::Iterator::scan,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1494,False
core::iter::Iterator::size_hint,core::prelude::v1::Iterator::size_hint,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:189,False
core::iter::Iterator::skip,core::prelude::v1::Iterator::skip,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1375,False
core::iter::Iterator::skip_while,core::prelude::v1::Iterator::skip_while,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1180,False
core::iter::Iterator::step_by,core::prelude::v1::Iterator::step_by,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:439,False
core::iter::Iterator::sum,core::prelude::v1::Iterator::sum,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3669,False
core::iter::Iterator::take,core::prelude::v1::Iterator::take,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1447,False
core::iter::Iterator::take_while,core::prelude::v1::Iterator::take_while,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:1258,False
core::iter::Iterator::try_fold,core::prelude::v1::Iterator::try_fold,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:2486,False
core::iter::Iterator::try_for_each,core::prelude::v1::Iterator::try_for_each,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:2545,False
core::iter::Iterator::unzip,core::prelude::v1::Iterator::unzip,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:3480,False
core::iter::Iterator::zip,core::prelude::v1::Iterator::zip,core::prelude::v1;std::iter,trait_method,stable,1,core/src/iter/traits/iterator.rs:629,False
core::iter::Peekable::next_if,std::iter::Peekable::next_if,std::iter,inherent_method,stable,1,core/src/iter/adapters/peekable.rs:287,False
core::iter::Peekable::next_if_eq,std::iter::Peekable::next_if_eq,std::iter,inherent_method,stable,1,core/src/iter/adapters/peekable.rs:313,False
core::iter::Peekable::next_if_map,std::iter::Peekable::next_if_map,std::iter,inherent_method,stable,1,core/src/iter/adapters/peekable.rs:410,False
core::iter::Peekable::next_if_map_mut,std::iter::Peekable::next_if_map_mut,std::iter,inherent_method,stable,1,core/src/iter/adapters/peekable.rs:447,False
core::iter::Peekable::peek,std::iter::Peekable::peek,std::iter,inherent_method,stable,1,core/src/iter/adapters/peekable.rs:216,False
core::iter::Peekable::peek_mut,std::iter::Peekable::peek_mut,std::iter,inherent_method,stable,1,core/src/iter/adapters/peekable.rs:256,False
core::iter::Product::product,std::iter::Product::product,std::iter,trait_method,stable,1,core/src/iter/traits/accum.rs:44,False
core::iter::Sum::sum,std::iter::Sum::sum,std::iter,trait_method,stable,1,core/src/iter/traits/accum.rs:22,False
core::iter::chain,std::iter::chain,std::iter,free_function,stable,1,core/src/iter/adapters/chain.rs:64,False
core::iter::empty,std::iter::empty,std::iter,free_function,stable,1,core/src/iter/sources/empty.rs:20,False
core::iter::from_fn,std::iter::from_fn,std::iter,free_function,stable,1,core/src/iter/sources/from_fn.rs:45,False
core::iter::once,std::iter::once,std::iter,free_function,stable,1,core/src/iter/sources/once.rs:56,False
core::iter::once_with,std::iter::once_with,std::iter,free_function,stable,1,core/src/iter/sources/once_with.rs:61,False
core::iter::repeat,std::iter::repeat,std::iter,free_function,stable,1,core/src/iter/sources/repeat.rs:64,False
core::iter::repeat_n,std::iter::repeat_n,std::iter,free_function,stable,1,core/src/iter/sources/repeat_n.rs:59,False
core::iter::repeat_with,std::iter::repeat_with,std::iter,free_function,stable,1,core/src/iter/sources/repeat_with.rs:65,False
core::iter::successors,std::iter::successors,std::iter,free_function,stable,1,core/src/iter/sources/successors.rs:22,False
core::iter::zip,std::iter::zip,std::iter,free_function,stable,1,core/src/iter/adapters/zip.rs:65,False
core::mem::ManuallyDrop::drop,core::mem::ManuallyDrop::drop,core::mem;std::mem,inherent_method,stable,1,core/src/mem/manually_drop.rs:257,False
core::mem::ManuallyDrop::take,core::mem::ManuallyDrop::take,core::mem;std::mem,inherent_method,stable,1,core/src/mem/manually_drop.rs:224,False
core::mem::MaybeUninit::as_mut_ptr,core::mem::MaybeUninit::as_mut_ptr,core::mem;std::mem,inherent_method,stable,1,core/src/mem/maybe_uninit.rs:659,False
core::mem::MaybeUninit::as_ptr,core::mem::MaybeUninit::as_ptr,core::mem;std::mem,inherent_method,stable,1,core/src/mem/maybe_uninit.rs:617,False
core::mem::MaybeUninit::assume_init_drop,core::mem::MaybeUninit::assume_init_drop,core::mem;std::mem,inherent_method,stable,1,core/src/mem/maybe_uninit.rs:826,False
core::mem::MaybeUninit::assume_init_read,core::mem::MaybeUninit::assume_init_read,core::mem;std::mem,inherent_method,stable,1,core/src/mem/maybe_uninit.rs:794,False
core::mem::MaybeUninit::write,core::mem::MaybeUninit::write,core::mem;std::mem,inherent_method,stable,1,core/src/mem/maybe_uninit.rs:574,False
core::mem::MaybeUninit::zeroed,core::mem::MaybeUninit::zeroed,core::mem;std::mem,inherent_method,stable,1,core/src/mem/maybe_uninit.rs:480,False
core::mem::discriminant,core::mem::discriminant,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:1404,False
core::mem::drop,core::mem::drop,core::mem;core::prelude::v1;std::mem,free_function,stable,1,core/src/mem/mod.rs:1038,False
core::mem::forget,core::mem::forget,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:190,False
core::mem::min_align_of,core::mem::min_align_of,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:489,False
core::mem::min_align_of_val,core::mem::min_align_of_val,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:512,False
core::mem::needs_drop,core::mem::needs_drop,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:699,False
core::mem::replace,core::mem::replace,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:954,False
core::mem::take,core::mem::take,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:887,False
core::mem::transmute_copy,core::mem::transmute_copy,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:1138,False
core::mem::uninitialized,core::mem::uninitialized,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:785,False
core::mem::zeroed,core::mem::zeroed,core::mem;std::mem,free_function,stable,1,core/src/mem/mod.rs:748,False
core::ops::AddAssign::add_assign,core::ops::AddAssign::add_assign,core::ops;std::ops,trait_method,stable,1,core/src/ops/arith.rs:779,False
core::ops::BitAnd::bitand,core::ops::BitAnd::bitand,core::ops;std::ops,trait_method,stable,1,core/src/ops/bit.rs:167,False
core::ops::BitAndAssign::bitand_assign,core::ops::BitAndAssign::bitand_assign,core::ops;std::ops,trait_method,stable,1,core/src/ops/bit.rs:739,False
core::ops::BitOr::bitor,core::ops::BitOr::bitor,core::ops;std::ops,trait_method,stable,1,core/src/ops/bit.rs:271,False
core::ops::BitOrAssign::bitor_assign,core::ops::BitOrAssign::bitor_assign,core::ops;std::ops,trait_method,stable,1,core/src/ops/bit.rs:814,False
core::ops::BitXor::bitxor,core::ops::BitXor::bitxor,core::ops;std::ops,trait_method,stable,1,core/src/ops/bit.rs:375,False
core::ops::BitXorAssign::bitxor_assign,core::ops::BitXorAssign::bitxor_assign,core::ops;std::ops,trait_method,stable,1,core/src/ops/bit.rs:889,False
core::ops::Bound::as_ref,core::ops::Bound::as_ref,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:709,False
core::ops::Bound::cloned,core::ops::Bound::cloned,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:803,False
core::ops::Bound::map,core::ops::Bound::map,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:751,False
core::ops::ControlFlow::map_break,core::ops::ControlFlow::map_break,core::ops;std::ops,inherent_method,stable,1,core/src/ops/control_flow.rs:280,False
core::ops::ControlFlow::map_continue,core::ops::ControlFlow::map_continue,core::ops;std::ops,inherent_method,stable,1,core/src/ops/control_flow.rs:392,False
core::ops::DivAssign::div_assign,core::ops::DivAssign::div_assign,core::ops;std::ops,trait_method,stable,1,core/src/ops/arith.rs:974,False
core::ops::Drop::drop,core::ops::Drop::drop,core::ops;core::prelude::v1;std::ops,trait_method,stable,1,core/src/ops/drop.rs:243,False
core::ops::IndexMut::index_mut,core::ops::IndexMut::index_mut,core::ops;std::ops,trait_method,stable,1,core/src/ops/index.rs:179,False
core::ops::MulAssign::mul_assign,core::ops::MulAssign::mul_assign,core::ops;std::ops,trait_method,stable,1,core/src/ops/arith.rs:912,False
core::ops::Not::not,core::ops::Not::not,core::ops;std::ops,trait_method,stable,1,core/src/ops/bit.rs:52,False
core::ops::Range::is_empty,core::ops::Range::is_empty,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:151,False
core::ops::RangeBounds::contains,core::ops::RangeBounds::contains,core::ops;std::ops,trait_method,stable,1,core/src/ops/range.rs:868,False
core::ops::RangeFrom::contains,core::ops::RangeFrom::contains,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:229,False
core::ops::RangeInclusive::end,core::ops::RangeInclusive::end,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:440,False
core::ops::RangeInclusive::into_inner,core::ops::RangeInclusive::into_inner,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:457,False
core::ops::RangeInclusive::is_empty,core::ops::RangeInclusive::is_empty,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:559,False
core::ops::RangeInclusive::start,core::ops::RangeInclusive::start,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:415,False
core::ops::RangeTo::contains,core::ops::RangeTo::contains,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:313,False
core::ops::RangeToInclusive::contains,core::ops::RangeToInclusive::contains,core::ops;std::ops,inherent_method,stable,1,core/src/ops/range.rs:642,False
core::ops::Rem::rem,core::ops::Rem::rem,core::ops;std::ops,trait_method,stable,1,core/src/ops/arith.rs:584,False
core::ops::RemAssign::rem_assign,core::ops::RemAssign::rem_assign,core::ops;std::ops,trait_method,stable,1,core/src/ops/arith.rs:1039,False
