target,classification,category,owner,kinds,classification_reasons,related_vstd_contract_count,returns_reference,returns_mutable_reference,has_mutable_output_state,has_closure,has_unsafe,has_raw_pointer
core::fmt::Formatter::debug_set,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,True,False,False,False
core::fmt::Formatter::debug_struct,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,True,False,False,False
core::fmt::Formatter::debug_tuple,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,True,False,False,False
core::fmt::Formatter::fill,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,False,False,False,False
core::fmt::Formatter::flags,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,False,False,False,False
core::fmt::Formatter::pad,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,True,False,False,False
core::fmt::Formatter::pad_integral,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,True,False,False,False
core::fmt::Formatter::precision,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,False,False,False,False
core::fmt::Formatter::sign_aware_zero_pad,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,False,False,False,False
core::fmt::Formatter::sign_minus,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,False,False,False,False
core::fmt::Formatter::sign_plus,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,False,False,False,False
core::fmt::Formatter::width,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,False,False,False,False
core::fmt::Formatter::write_fmt,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,True,False,False,False
core::fmt::Formatter::write_str,formatting_effect,formatting,core::fmt::Formatter,inherent_method,formatting_state_not_modeled,0,False,False,True,False,False,False
core::fmt::LowerExp::fmt,trait_contract_integration,trait_method,core::fmt::LowerExp,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::fmt::LowerHex::fmt,trait_contract_integration,trait_method,core::fmt::LowerHex,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::fmt::NumBuffer::new,formatting_effect,formatting,core::fmt::NumBuffer,inherent_method,formatting_state_not_modeled,0,False,False,False,False,False,False
core::fmt::Octal::fmt,trait_contract_integration,trait_method,core::fmt::Octal,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::fmt::Pointer::fmt,trait_contract_integration,trait_method,core::fmt::Pointer,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::fmt::Result::and,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::and_then,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::as_deref,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,True,False,False,False,False,False
core::fmt::Result::as_deref_mut,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,True,True,True,False,False,False
core::fmt::Result::as_mut,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,True,True,True,False,False,False
core::fmt::Result::as_ref,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,True,False,False,False,False,False
core::fmt::Result::cloned,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::copied,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::err,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::expect,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::expect_err,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::flatten,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::inspect,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::inspect_err,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::is_err,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::is_err_and,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::is_ok,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::is_ok_and,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::iter,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::iter_mut,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,True,False,False,False
core::fmt::Result::map,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::map_err,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::map_or,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::map_or_default,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::map_or_else,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::ok,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::or,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::or_else,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::transpose,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::unwrap,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::unwrap_err,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::unwrap_err_unchecked,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,True,False
core::fmt::Result::unwrap_or,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::unwrap_or_default,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,False,False
core::fmt::Result::unwrap_or_else,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::Result::unwrap_unchecked,formatting_effect,formatting,core::fmt::Result,inherent_method,formatting_state_not_modeled,2,False,False,False,False,True,False
core::fmt::UpperExp::fmt,trait_contract_integration,trait_method,core::fmt::UpperExp,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::fmt::UpperHex::fmt,trait_contract_integration,trait_method,core::fmt::UpperHex,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::fmt::Write::write_char,trait_contract_integration,trait_method,core::fmt::Write,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::fmt::Write::write_fmt,trait_contract_integration,trait_method,core::fmt::Write,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::fmt::Write::write_str,trait_contract_integration,trait_method,core::fmt::Write,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::fmt::from_fn,formatting_effect,formatting,core::fmt,free_function,formatting_state_not_modeled,2,False,False,False,True,False,False
core::fmt::write,formatting_effect,formatting,core::fmt,free_function,formatting_state_not_modeled,2,False,False,True,False,False,False
core::future::Future::poll,trait_contract_integration,trait_method,core::future::Future,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::future::IntoFuture::into_future,trait_contract_integration,trait_method,core::future::IntoFuture,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
core::future::Ready::into_inner,needs_new_vstd_abstraction,other,core::future::Ready,inherent_method,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
core::future::pending,needs_new_vstd_abstraction,other,core::future,free_function,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
core::future::poll_fn,higher_order_contract,other,core::future,free_function,closure_call_ensures_or_prophetic_model_required,0,False,False,False,True,False,False
core::future::ready,needs_new_vstd_abstraction,other,core::future,free_function,no_existing_contract_for_owner_or_module,0,False,False,False,False,False,False
core::hint::assert_unchecked,unsafe_or_representation_sensitive,other,core::hint,free_function,unsafe_or_raw_pointer_signature,1,False,False,False,False,True,False
core::hint::black_box,suitable_now,other,core::hint,free_function,,1,False,False,False,False,False,False
core::hint::cold_path,no_modeled_observable_output,other,core::hint,free_function,unit_result_without_mutable_output_state,1,False,False,False,False,False,False
core::hint::select_unpredictable,suitable_now,other,core::hint,free_function,,1,False,False,False,False,False,False
core::hint::spin_loop,no_modeled_observable_output,other,core::hint,free_function,unit_result_without_mutable_output_state,1,False,False,False,False,False,False
core::intrinsics::copy,unsafe_or_representation_sensitive,other,core::intrinsics,free_function,unsafe_or_raw_pointer_signature,2,False,False,False,False,True,True
core::intrinsics::copy_nonoverlapping,unsafe_or_representation_sensitive,other,core::intrinsics,free_function,unsafe_or_raw_pointer_signature,2,False,False,False,False,True,True
core::intrinsics::transmute,unsafe_or_representation_sensitive,other,core::intrinsics,free_function,unsafe_or_raw_pointer_signature,2,False,False,False,False,True,False
core::intrinsics::write_bytes,unsafe_or_representation_sensitive,other,core::intrinsics,free_function,unsafe_or_raw_pointer_signature,2,False,False,False,False,True,True
core::io::Chain::get_mut,toolchain_unavailable,other,core::io::Chain,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Chain::get_ref,toolchain_unavailable,other,core::io::Chain,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Chain::into_inner,toolchain_unavailable,other,core::io::Chain,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Cursor::get_mut,toolchain_unavailable,other,core::io::Cursor,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Cursor::get_ref,toolchain_unavailable,other,core::io::Cursor,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Cursor::into_inner,toolchain_unavailable,other,core::io::Cursor,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Cursor::new,toolchain_unavailable,other,core::io::Cursor,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Cursor::position,toolchain_unavailable,other,core::io::Cursor,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Cursor::set_position,toolchain_unavailable,other,core::io::Cursor,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Error::get_mut,toolchain_unavailable,other,core::io::Error,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Error::get_ref,toolchain_unavailable,other,core::io::Error,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Error::kind,toolchain_unavailable,other,core::io::Error,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Error::raw_os_error,toolchain_unavailable,other,core::io::Error,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::IoSlice::advance,toolchain_unavailable,other,core::io::IoSlice,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::IoSlice::advance_slices,toolchain_unavailable,other,core::io::IoSlice,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::IoSlice::new,toolchain_unavailable,other,core::io::IoSlice,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::IoSliceMut::advance,toolchain_unavailable,other,core::io::IoSliceMut,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::IoSliceMut::advance_slices,toolchain_unavailable,other,core::io::IoSliceMut,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::IoSliceMut::new,toolchain_unavailable,other,core::io::IoSliceMut,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::and,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::and_then,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::as_deref,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::as_deref_mut,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::as_mut,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::as_ref,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::cloned,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::copied,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::err,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::expect,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::expect_err,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::flatten,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::inspect,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::inspect_err,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::is_err,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::is_err_and,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::is_ok,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::is_ok_and,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::iter,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::iter_mut,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::map,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::map_err,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::map_or,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::map_or_default,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::map_or_else,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::ok,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::or,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::or_else,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::transpose,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::unwrap,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::unwrap_err,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::unwrap_err_unchecked,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::unwrap_or,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::unwrap_or_default,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::unwrap_or_else,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Result::unwrap_unchecked,toolchain_unavailable,other,core::io::Result,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Seek::rewind,toolchain_unavailable,trait_method,core::io::Seek,trait_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Seek::seek,toolchain_unavailable,trait_method,core::io::Seek,trait_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Seek::seek_relative,toolchain_unavailable,trait_method,core::io::Seek,trait_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Seek::stream_position,toolchain_unavailable,trait_method,core::io::Seek,trait_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Take::get_mut,toolchain_unavailable,other,core::io::Take,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Take::get_ref,toolchain_unavailable,other,core::io::Take,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Take::into_inner,toolchain_unavailable,other,core::io::Take,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Take::limit,toolchain_unavailable,other,core::io::Take,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::Take::set_limit,toolchain_unavailable,other,core::io::Take,inherent_method,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::empty,toolchain_unavailable,other,core::io,free_function,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::repeat,toolchain_unavailable,other,core::io,free_function,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::io::sink,toolchain_unavailable,other,core::io,free_function,not_in_verus_rust_1_96,0,False,False,False,False,False,False
core::iter::DoubleEndedIterator::nth_back,trait_contract_integration,trait_method,core::iter::DoubleEndedIterator,trait_method,requires_external_trait_specification_edit,1,False,False,True,False,False,False
core::iter::DoubleEndedIterator::rfind,trait_contract_integration,trait_method,core::iter::DoubleEndedIterator,trait_method,requires_external_trait_specification_edit,1,False,False,True,True,False,False
core::iter::DoubleEndedIterator::rfold,trait_contract_integration,trait_method,core::iter::DoubleEndedIterator,trait_method,requires_external_trait_specification_edit,1,False,False,False,True,False,False
core::iter::DoubleEndedIterator::try_rfold,trait_contract_integration,trait_method,core::iter::DoubleEndedIterator,trait_method,requires_external_trait_specification_edit,1,False,False,True,True,False,False
core::iter::ExactSizeIterator::len,trait_contract_integration,trait_method,core::iter::ExactSizeIterator,trait_method,requires_external_trait_specification_edit,0,False,False,False,False,False,False
core::iter::Extend::extend,trait_contract_integration,trait_method,core::iter::Extend,trait_method,requires_external_trait_specification_edit,0,False,False,True,False,False,False
core::iter::Iterator::by_ref,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,True,True,True,False,False,False
core::iter::Iterator::chain,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::cloned,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::cmp,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::copied,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::count,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::cycle,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::enumerate,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::eq,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::filter,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::filter_map,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::find_map,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,True,True,False,False
core::iter::Iterator::flat_map,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::flatten,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::fold,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::for_each,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::fuse,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::ge,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::gt,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::inspect,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::is_sorted,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::is_sorted_by,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::is_sorted_by_key,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::last,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::le,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::lt,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::map,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::map_while,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::max,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::max_by,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::max_by_key,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::min,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::min_by,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::min_by_key,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::ne,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::nth,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,True,False,False,False
core::iter::Iterator::partial_cmp,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::partition,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::peekable,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::position,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,True,True,False,False
core::iter::Iterator::product,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::reduce,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::rposition,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,True,True,False,False
core::iter::Iterator::scan,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::size_hint,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::skip,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::skip_while,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::step_by,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::sum,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::take,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
core::iter::Iterator::take_while,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,True,False,False
core::iter::Iterator::try_fold,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,True,True,False,False
core::iter::Iterator::try_for_each,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,True,True,False,False
core::iter::Iterator::unzip,trait_contract_integration,trait_method,core::iter::Iterator,trait_method,requires_external_trait_specification_edit,7,False,False,False,False,False,False
