target,classification,category,owner,kinds,classification_reasons,related_vstd_contract_count,returns_reference,returns_mutable_reference,has_mutable_output_state,has_closure,has_unsafe,has_raw_pointer
core::sync::atomic::AtomicI16::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI16::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI16::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI16::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicI16::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI16::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI16::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicI16::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI16::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI32::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,True
core::sync::atomic::AtomicI32::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicI32::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI32::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI32::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI32::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicI32::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI32::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI32::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicI32::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI32::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI64::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,True
core::sync::atomic::AtomicI64::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicI64::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI64::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI64::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI64::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicI64::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI64::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI64::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicI64::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI64::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI8::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,True
core::sync::atomic::AtomicI8::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicI8::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI8::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI8::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI8::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicI8::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI8::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicI8::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicI8::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicI8::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicI8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicIsize::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,True
core::sync::atomic::AtomicIsize::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicIsize::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicIsize::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicIsize::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicIsize::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicIsize::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicIsize::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicIsize::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicIsize::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicIsize::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicIsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicPtr::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::compare_exchange,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::compare_exchange_weak,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::fetch_and,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::fetch_byte_add,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::fetch_byte_sub,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::fetch_or,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::fetch_ptr_add,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::fetch_ptr_sub,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,True,False,True
core::sync::atomic::AtomicPtr::fetch_xor,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,True,True,True,False,False,True
core::sync::atomic::AtomicPtr::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,True,True,True,False,False,True
core::sync::atomic::AtomicPtr::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,True,False,False,False,True,True
core::sync::atomic::AtomicPtr::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,True,True,True,False,False,True
core::sync::atomic::AtomicPtr::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,True,True,True,False,False,True
core::sync::atomic::AtomicPtr::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::load,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::new,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::store,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,False,False,True
core::sync::atomic::AtomicPtr::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,True,False,True
core::sync::atomic::AtomicPtr::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicPtr,inherent_method,atomic_state_not_exposed_by_ordinary_view,0,False,False,False,True,False,True
core::sync::atomic::AtomicU16::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,True
core::sync::atomic::AtomicU16::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicU16::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU16::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU16::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU16::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicU16::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU16::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU16::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicU16::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU16::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU16,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU32::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,True
core::sync::atomic::AtomicU32::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicU32::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU32::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU32::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU32::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicU32::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU32::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU32::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicU32::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU32::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU32,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU64::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,True
core::sync::atomic::AtomicU64::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicU64::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU64::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU64::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU64::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicU64::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU64::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU64::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicU64::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU64::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU64,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU8::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,True
core::sync::atomic::AtomicU8::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicU8::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU8::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU8::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU8::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicU8::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU8::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicU8::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicU8::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicU8::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicU8,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicUsize::as_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,True
core::sync::atomic::AtomicUsize::compare_and_swap,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicUsize::fetch_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicUsize::from_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicUsize::from_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicUsize::from_ptr,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,False,False,False,True,True
core::sync::atomic::AtomicUsize::get_mut,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicUsize::get_mut_slice,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,True,True,True,False,False,False
core::sync::atomic::AtomicUsize::into_inner,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,False,False,False
core::sync::atomic::AtomicUsize::try_update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::AtomicUsize::update,concurrency_or_hidden_state,atomic,core::sync::atomic::AtomicUsize,inherent_method,atomic_state_not_exposed_by_ordinary_view,14,False,False,False,True,False,False
core::sync::atomic::compiler_fence,concurrency_or_hidden_state,atomic,core::sync::atomic,free_function,atomic_state_not_exposed_by_ordinary_view,150,False,False,False,False,False,False
core::sync::atomic::fence,concurrency_or_hidden_state,atomic,core::sync::atomic,free_function,atomic_state_not_exposed_by_ordinary_view,150,False,False,False,False,False,False
core::sync::atomic::spin_loop_hint,concurrency_or_hidden_state,atomic,core::sync::atomic,free_function,atomic_state_not_exposed_by_ordinary_view,150,False,False,False,False,False,False
core::time::Duration::as_secs_f32,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::as_secs_f64,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::div_duration_f32,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::div_duration_f64,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::div_f32,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::div_f64,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::from_secs_f32,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::from_secs_f64,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::mul_f32,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::mul_f64,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::try_from_secs_f32,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
core::time::Duration::try_from_secs_f64,suitable_now,other,core::time::Duration,inherent_method,,24,False,False,False,False,False,False
std::collections::HashMap::capacity,representation_or_allocator,other,std::collections::HashMap,inherent_method,representation_or_allocator_state_not_in_public_view,17,False,False,False,False,False,False
std::collections::HashMap::drain,iterator_or_adapter_result,other,std::collections::HashMap,inherent_method,iterator_or_adapter_semantics_require_prophetic_model,17,False,False,True,False,False,False
std::collections::HashMap::extract_if,iterator_or_adapter_result,other,std::collections::HashMap,inherent_method,iterator_or_adapter_semantics_require_prophetic_model,17,False,False,True,True,False,False
std::collections::HashMap::get_disjoint_mut,determinism_checker_unsupported,other,std::collections::HashMap,inherent_method,mutable_reference_return_not_supported,17,True,True,True,False,False,False
